"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1221","48.605319957631","49.2834460524408","49.0683243754563","49.3303016912626","49.2922543969087","49.3715561128058","50.5777552813123","49.1238160965026","49.7903949830292","49.4104107557854","49.1388148390619","48.5312415382073","49.2048047440417","49.561073449364","48.4492164344572","49.8421888769091","49.5109786281631","49.6778925680094","48.7788645981778","49.2445620489858","49.022021269107","49.846099394155","48.4304202670426","48.5482180670927","49.8199537969704","49.6128797959231","49.3863146459139","48.4856429715866","48.9152913171434","49.7769369093643","49.1306550450312","49.6104663970392","49.6989759866585","49.4929330140835","48.7020723028954","49.9239733351996","50.1036432132778","48.9132209458973","49.3297480095321","49.5561081473978","49.701562595627","49.0862980026944","49.8214067139439","49.5444504008832","49.3376536960066","49.7262152516089","49.5816210922585","49.7299703455594","48.7983451451126","50.0637473563224"
"1222","48.6487102668142","49.3246975619207","49.0802866502971","49.3301834823768","49.3407465575604","49.3907012224129","50.5250617037069","49.2297114145564","49.9406099504938","49.4604188638761","49.2620374917835","48.5904774221132","49.2941427365263","49.6458323208082","48.4262361979176","49.9448752781375","49.4849893120636","49.6861463882694","48.8045501202827","49.1995054540191","49.0051168749646","49.8178942372227","48.4583482734549","48.6281603485347","49.7918847232929","49.7662352955668","49.408382147285","48.5137265565068","48.9147566203054","49.7598283730032","49.1671641253546","49.733721307557","49.7058541938988","49.5648866088714","48.7246239037445","50.0463328326137","50.1187585452141","48.8768322236834","49.457907602326","49.5402299678736","49.7024079383041","49.0893029772367","49.776837079991","49.7034619050921","49.4526217421131","49.7440302100507","49.6147550011208","49.7353332950425","48.9025970275169","50.2561447681166"
"1223","48.7778872775222","49.3326001245171","49.0267455972192","49.4100727548961","49.309634965917","49.3472358754181","50.5584019507649","49.3556236968398","49.9270741927168","49.4470737196483","49.3778745537837","48.584039975771","49.271941306275","49.5964265829883","48.4074682901272","50.0324218516713","49.5924616214261","49.7067901364562","48.7899433776313","49.1741810998666","49.1093115840552","49.8215865098868","48.4136335331498","48.6047991594881","49.8376031268366","49.8890394348192","49.4505556457195","48.7716191135339","48.9708756928205","49.8620790879366","49.2260184048264","49.7691782732544","49.6953624474656","49.6724612994704","48.7444139089596","50.0980203248855","50.1397589222379","48.8753251545751","49.4811631311368","49.7132401334153","49.7199501573375","49.063340503706","49.774268767841","49.7008654425049","49.4591664825977","49.8859686700985","49.6264412146247","49.750234796318","48.9154820672504","50.3215726200827"
"1224","48.841128368934","49.3247353901753","49.0636903257817","49.3734742535989","49.3450822598531","49.3277281701262","50.5616478197702","49.3395214875496","49.9646691700245","49.4102165750278","49.3728480056085","48.5627423134592","49.2907372861353","49.5976587024941","48.5927168908094","50.0455668200566","49.5539480738741","49.6961252396838","48.77459406199","49.2194219446912","49.188004616863","49.7962336808426","48.5492010235219","48.725329368097","49.9324524121699","49.8601667955849","49.5529918990728","48.7332144207321","49.0323678134037","49.8936775917997","49.2298138106147","49.8145994352094","49.6788143914466","49.6215387897026","48.7927676406227","50.1087482715206","50.3179587512401","48.8493602709439","49.6217757044275","49.6985934083857","49.6920568778404","49.1589123421581","49.7367029699628","49.7845377274267","49.5202878735108","50.0354794807938","49.6303777121325","49.7382739295405","48.9725263312695","50.3521907244551"
"1225","48.8981023386681","49.2734133013504","49.0494778392133","49.414154450472","49.4218517648504","49.3396420158039","50.5691685210763","49.3896840803249","49.958471660699","49.4346660769793","49.409054975859","48.5789117561036","49.3909039209115","49.5808164219237","48.5713850458414","50.0983881130435","49.5906881642846","49.6987022783739","48.8848534709461","49.246008567784","49.3064110608985","49.8180698681661","48.6746826246469","48.7215536330394","49.9549442913825","49.8714591154522","49.6230164126511","48.6896016805801","49.0409581066025","49.880555471069","49.258378798676","49.8334224484319","49.7326209359992","49.6208440271711","48.8184864784095","50.1649789987232","50.351614007107","48.970984027878","49.7110623822021","49.8585283360981","49.6584877742434","49.1264071893146","49.8570691456044","49.9576273363833","49.463484788333","50.0745776894409","49.6702453067489","49.8895100204002","48.9656034417334","50.3729402154925"
"1226","48.866730501568","49.3482434432909","49.1206367963245","49.4177620233767","49.469962437929","49.3358855622491","50.5527551631999","49.3781706720771","49.9953971238485","49.407521532984","49.4608348876516","48.5255654270712","49.4136366105137","49.5259521974384","48.5999363006719","50.1431139973025","49.559711335043","49.6389711600414","49.0529855391382","49.2148758126144","49.300089980319","49.8730143530269","48.7402273160616","48.7716641578154","50.0301914473356","49.9402691827886","49.6089502207715","48.7105911777084","49.0525391287604","49.8417485562854","49.3181685250077","49.9760676196545","49.6820361912122","49.6157211299379","48.809220722969","50.1129660401903","50.4349503822662","49.0091907791578","49.6948270268713","49.8116656699499","49.618627753555","49.2004264758133","49.8840940114183","49.9449989294304","49.4351736179422","50.1479718102461","49.7515233033593","49.8984569573899","49.040178106746","50.4537770520489"
"1227","48.9777188789626","49.3971690989724","49.0951418755747","49.4350562448995","49.5699939290067","49.3357199582814","50.5348271874836","49.3912593433738","49.9381181241917","49.3834178980936","49.450147517524","48.5681218018394","49.4034807385981","49.4683832951251","48.5834585984042","50.1308281854254","49.6563997227884","49.696008121123","49.0560582323913","49.2627435810831","49.3299379968198","49.9282710709765","48.7414668906358","48.8399047478748","50.1373814270552","50.0325122750458","49.7051158189975","48.7523603398686","49.1104054381608","49.7952560708742","49.3214919456202","49.9511681942782","49.6472084143947","49.5887647481609","48.8292418771378","50.087819030454","50.4295582305096","48.9847928232947","49.6866933281404","49.8226417256236","49.6480007996013","49.2980130186261","49.8484735121133","49.8953651461965","49.5696907107224","50.2069867503177","49.7067675545126","49.9194914144737","49.0950721755613","50.5456302631153"
"1228","49.1251576143724","49.3695028176169","49.126443856308","49.3966939399171","49.5960156443667","49.3005743620652","50.5726821474352","49.3740793484757","49.9408345047463","49.4198617875827","49.4307909772776","48.5805979505558","49.5181514306825","49.4943822094395","48.7430074101652","50.0711880997392","49.6635284645746","49.7126178064921","49.075944263528","49.2215884774434","49.4066806473864","49.8996167832752","48.8228125996968","48.8238751390148","50.1571094084293","50.1457629461632","49.656525605675","48.7155042746517","49.1717942888239","49.8943502470848","49.2649701863049","50.0636963744972","49.6549569669711","49.541720803","49.0084527624309","50.0770568462065","50.4410542152162","48.9711879813189","49.7193235066401","49.9229129576195","49.6092538840457","49.3681627610539","49.8219640524621","49.8626320837555","49.6102907716723","50.2669795643345","49.6915107735331","49.920064724943","49.070017823166","50.516130093657"
"1229","49.1753831319956","49.3833955663946","49.3053986312516","49.4035094579489","49.5594048043386","49.3517509024379","50.6023949792238","49.372295828939","49.9840830604157","49.3953494642955","49.4443798073968","48.5839252077","49.6255212997062","49.5985450203022","48.8904735555761","50.1142117574275","49.6681365203882","49.8327737347184","49.0279058088487","49.2276462226164","49.5646599027824","49.8663971939494","48.9150899445743","48.7727102659308","50.1239591302664","50.2315083041198","49.708165181183","48.7051577385615","49.1661691584059","49.9712826268937","49.2678639825439","50.0923118487205","49.6869996993783","49.5708801014377","49.1140748652241","50.1111739680152","50.4159852107184","49.0152935027516","49.7179083828296","50.0969725653715","49.5705262145647","49.3340476674712","49.7801563431943","49.9596656337679","49.6275351877935","50.2586641650899","49.6987813100092","49.9107546532867","49.0590882143806","50.5215136699979"
"1230","49.2991606079216","49.3785137040048","49.3167778675632","49.4621165793574","49.5144152245941","49.3956490807492","50.5885138740917","49.3418490569275","49.9683624379925","49.3733732194395","49.5548375934064","48.7354475258943","49.6939587283389","49.7062558416601","48.941294822489","50.1836522621855","49.7669006171079","49.8079204148696","49.0585029501519","49.3125061661492","49.7527656964958","49.8481277312239","49.060698703056","48.7824908724216","50.1074316411405","50.2377307502088","49.6774757550251","48.6663527098526","49.1379982221199","50.0414056062075","49.2417734142031","50.1589225302782","49.7492694144964","49.5100033060275","49.2083872392119","50.0509381761487","50.4246242489658","49.0816366564853","49.6858691485787","50.1534975254756","49.5396170866265","49.3608878232288","49.7934868487886","49.9334026187687","49.7944163637057","50.2272079249146","49.7048944145978","49.8802353431282","49.0461150080498","50.5300872605153"
"1231","49.2636225796407","49.3611836218133","49.3432506428499","49.4017380891381","49.6719756214301","49.3703537755389","50.5593534449842","49.3794301546707","50.0035554528491","49.3997848099899","49.4977887694033","48.7965446307271","49.7760941571704","49.7108333838487","49.0282400781127","50.1666239774667","49.7409652193636","49.8954166743662","49.0299737622649","49.3862680379825","49.7628325823325","49.8241545752806","49.0704301573413","48.7960260279725","50.0617958435024","50.1901258436685","49.6916924843108","48.7960689767426","49.1208487690628","50.0536044729194","49.1997012863323","50.1382377430838","49.8011070870324","49.5749863129404","49.279512664797","50.023842147565","50.4741661433008","49.0565930890657","49.6988900747891","50.2962430290383","49.4990380292282","49.3498853731696","49.8421199372412","49.9342123916873","49.7735424264548","50.2551760264754","49.6745512954461","49.826070472065","49.1535963686571","50.5126322332751"
"1232","49.3607919192042","49.4848145201869","49.446933889596","49.472393040082","49.7509405497954","49.3189738461607","50.5673115506931","49.5296240215129","50.0296002757367","49.4438956767809","49.5095001306437","48.8944265902889","49.7920221236359","49.7467876489702","48.9985411157407","50.1213481868669","49.7880585160514","49.908142117275","49.0331318917572","49.338488615283","49.7926782129832","49.7853320934697","49.1765425307183","48.9785318989651","50.0467871073416","50.212486536532","49.7296836330209","48.9260559272333","49.1059843238234","50.0263788679664","49.1899295658915","50.1138516745345","49.7922351703953","49.569190826762","49.2545098046939","49.9895928474275","50.4727614745318","49.0147763646832","49.6681153368448","50.3134523016064","49.5932992384387","49.4724970868543","50.0310193837978","49.8873755615999","49.9038392761546","50.251461224832","49.7904523010349","49.8003682151435","49.2307417791387","50.5573512479331"
"1233","49.3170572566642","49.4947115395954","49.4175010162643","49.5325073079143","49.7356148180724","49.3011161947736","50.6217478148955","49.5145921970669","50.0391646665108","49.4301987067629","49.5236096397987","48.9146679927755","49.9346667940568","49.7231521316248","48.9626993299135","50.1048748113753","49.9032790234922","49.9671761291834","48.9925827721244","49.4039483767087","49.8225014784781","49.7678464890452","49.3105429564469","49.0156525632904","50.0933900446756","50.1951970425614","49.7777816937497","49.0560432839466","49.0689687461274","50.0070660028999","49.2323250535693","50.1016375482565","49.7844238543375","49.5624203997457","49.3803953743351","49.998643825509","50.4565774588677","49.0585330124653","49.6471937729168","50.3580976947571","49.6011245336086","49.4777163955552","50.1518772983076","50.0182471182834","49.9108734427253","50.3176112601523","49.7684240993735","49.7884285346237","49.3070408684414","50.6573887086912"
"1234","49.4441704434407","49.5544113117242","49.3629570704289","49.5246278029631","49.7471811290223","49.2461247312763","50.6232075605324","49.6137461514499","50.0244020519184","49.4731094299826","49.5256596870468","48.9431623143868","49.8719043410452","49.7257411735384","49.047533474814","50.1269171356452","49.9622196195596","49.937880398424","48.9668455307803","49.3897090208703","49.9363799742531","49.7382098810928","49.4005335202663","49.0413518237529","50.1131810160812","50.1671077123997","49.7850552731688","49.0332753340807","49.1909491104084","50.0028225369768","49.2496756199543","50.0587419596758","49.8315640927988","49.5733679560997","49.4682928945844","50.0252559777342","50.470090097281","49.0723278790555","49.6202198604876","50.3713653665472","49.5991928243029","49.5048458804294","50.1971154978599","49.9872776408838","49.8789297282442","50.3856394843342","49.780207132267","49.847634717683","49.290740317286","50.6045496161478"
